id,country,Year (2010-2018),gini_index,palma,ratio_top20bottom20,bottom40,region_un,oecd (Countries that support the free market),incomegroup, gdp_ppp_pc_usd2011 , population 
3781,Finland,1996,46.4,,,,Europe,OECD,High income,28444,5136979
3782,Finland,1996,22.4,,,,Europe,OECD,High income,28444,5136979
3783,Finland,1996,27.8,,,,Europe,OECD,High income,28444,5136979
3784,Finland,1996,48.5,,,,Europe,OECD,High income,28444,5136979
3785,Finland,1996,24.5,0.84,3.34,24.96,Europe,OECD,High income,28444,5136979
3786,Finland,1997,22,0.77,3,26,Europe,OECD,High income,30135,5151740
3787,Finland,1997,23.5,0.81,3.2,25.5,Europe,OECD,High income,30135,5151746
3788,Finland,1997,28.5,,,,Europe,OECD,High income,30135,5151746
3789,Finland,1997,46.9,,,,Europe,OECD,High income,30135,5151746
3790,Finland,1997,23.5,,,,Europe,OECD,High income,30135,5151746
3791,Finland,1997,28.6,,,,Europe,OECD,High income,30135,5151746
3792,Finland,1997,48.7,,,,Europe,OECD,High income,30135,5151746
3793,Finland,1997,25.8,0.91,3.57,24.28,Europe,OECD,High income,30135,5151746
3794,Finland,1998,22,0.73,3,26,Europe,OECD,High income,31694,5164236
3795,Finland,1998,24.6,0.86,3.36,24.9,Europe,OECD,High income,31694,5164242
3796,Finland,1998,29.5,,,,Europe,OECD,High income,31694,5164242
3797,Finland,1998,46.7,,,,Europe,OECD,High income,31694,5164242
3798,Finland,1998,24.3,,,,Europe,OECD,High income,31694,5164242
3799,Finland,1998,29.2,,,,Europe,OECD,High income,31694,5164242
3800,Finland,1998,48.3,,,,Europe,OECD,High income,31694,5164242
3801,Finland,1998,26.7,0.95,3.72,23.8,Europe,OECD,High income,31694,5164242
3802,Finland,1999,24,0.8,3.4,25,Europe,OECD,High income,33028,5175921
3803,Finland,1999,25.9,0.93,3.54,24.5,Europe,OECD,High income,33028,5175926
3804,Finland,1999,30.6,,,,Europe,OECD,High income,33028,5175926
3805,Finland,1999,47.2,,,,Europe,OECD,High income,33028,5175926
3806,Finland,1999,25,,,,Europe,OECD,High income,33028,5175926
3807,Finland,1999,29.7,,,,Europe,OECD,High income,33028,5175926
3808,Finland,1999,48.3,,,,Europe,OECD,High income,33028,5175926
3809,Finland,1999,28,1.03,3.9,23.46,Europe,OECD,High income,33028,5175926
3810,Finland,2000,27.2,0.97,3.86,23.54,Europe,OECD,High income,34808,5187953
3811,Finland,2000,25.6,0.9,3.59,24.12,Europe,OECD,High income,34808,5187953
3812,Finland,2000,31.5,1.2,4.83,20.96,Europe,OECD,High income,34808,5187953
3813,Finland,2000,30.3,1.13,4.72,21.24,Europe,OECD,High income,34808,5187953
3814,Finland,2000,24,0.8,3.4,25,Europe,OECD,High income,34808,5187953
3815,Finland,2000,26.5,0.96,3.66,24.1,Europe,OECD,High income,34808,5187954
3816,Finland,2000,31.2,,,,Europe,OECD,High income,34808,5187954
3817,Finland,2000,47.2,,,,Europe,OECD,High income,34808,5187954
3818,Finland,2000,25.4,,,,Europe,OECD,High income,34808,5187954
3819,Finland,2000,30,,,,Europe,OECD,High income,34808,5187954
3820,Finland,2000,47.8,,,,Europe,OECD,High income,34808,5187954
3821,Finland,2000,29,1.08,4.14,22.9,Europe,OECD,High income,34808,5187954
3822,Finland,2001,27,0.84,3.4,25,Europe,OECD,High income,35621,5200475
3823,Finland,2001,25.6,0.91,3.56,24.4,Europe,OECD,High income,35621,5200479
3824,Finland,2001,30.4,,,,Europe,OECD,High income,35621,5200479
3825,Finland,2001,46.6,,,,Europe,OECD,High income,35621,5200479
3826,Finland,2001,26.2,,,,Europe,OECD,High income,35621,5200479
3827,Finland,2001,30.5,,,,Europe,OECD,High income,35621,5200479
3828,Finland,2001,48.4,,,,Europe,OECD,High income,35621,5200479
3829,Finland,2001,28.1,1.02,3.99,23.23,Europe,OECD,High income,35621,5200479
3830,Finland,2002,26,,,,Europe,OECD,High income,36130,5213368
3831,Finland,2002,25.5,0.91,3.56,24.4,Europe,OECD,High income,36129,5213373
3832,Finland,2002,30.2,,,,Europe,OECD,High income,36129,5213373
3833,Finland,2002,46.2,,,,Europe,OECD,High income,36129,5213373
3834,Finland,2002,25.8,,,,Europe,OECD,High income,36129,5213373
3835,Finland,2002,30.2,,,,Europe,OECD,High income,36129,5213373
3836,Finland,2002,47.9,,,,Europe,OECD,High income,36129,5213373
3837,Finland,2002,28.1,1.02,4.02,23.15,Europe,OECD,High income,36129,5213373
3838,Finland,2003,26,,,,Europe,OECD,High income,36753,5227103
3839,Finland,2003,25.8,0.92,3.58,24.3,Europe,OECD,High income,36753,5227103
3840,Finland,2003,30.3,,,,Europe,OECD,High income,36753,5227103
3841,Finland,2003,46.4,,,,Europe,OECD,High income,36753,5227103
3842,Finland,2003,26.1,,,,Europe,OECD,High income,36753,5227103
3843,Finland,2003,30.1,,,,Europe,OECD,High income,36753,5227103
3844,Finland,2003,47.9,,,,Europe,OECD,High income,36753,5227103
3845,Finland,2003,27.68,0.99,3.97,23.27,Europe,OECD,High income,36753,5227106
3846,Finland,2004,28.3,1.02,4.04,23.03,Europe,OECD,High income,38086,5242175
3847,Finland,2004,26.6,0.94,3.79,23.58,Europe,OECD,High income,38086,5242175
3848,Finland,2004,32.4,1.25,4.99,20.68,Europe,OECD,High income,38086,5242175
3849,Finland,2004,31.1,1.18,4.89,20.94,Europe,OECD,High income,38086,5242175
3850,Finland,2004,25.5,0.9,3.55,24.3,Europe,OECD,High income,38086,5242175
3851,Finland,2004,26.6,,,,Europe,OECD,High income,38086,5242185
3852,Finland,2004,30.3,,,,Europe,OECD,High income,38086,5242185
3853,Finland,2004,48,,,,Europe,OECD,High income,38086,5242185
3854,Finland,2004,27.89,1,3.98,23.21,Europe,OECD,High income,38086,5242175
3855,Finland,2005,26,0.92,3.62,24.1,Europe,OECD,High income,39020,5258933
3856,Finland,2005,26.5,,,,Europe,OECD,High income,39020,5258927
3857,Finland,2005,30.7,,,,Europe,OECD,High income,39020,5258927
3858,Finland,2005,48.3,,,,Europe,OECD,High income,39020,5258927
3859,Finland,2005,27.62,0.99,3.93,23.26,Europe,OECD,High income,39020,5258933
3860,Finland,2006,25.9,0.92,3.64,24.1,Europe,OECD,High income,40460,5277490
3861,Finland,2006,26.8,,,,Europe,OECD,High income,40459,5277570
3862,Finland,2006,31.2,,,,Europe,OECD,High income,40459,5277570
3863,Finland,2006,48.8,,,,Europe,OECD,High income,40459,5277570
3864,Finland,2006,28,1,4.04,22.95,Europe,OECD,High income,40460,5277490
3865,Finland,2007,28.2,1.01,4.07,22.85,Europe,OECD,High income,42395,5297741
3866,Finland,2007,26.7,0.94,3.89,23.32,Europe,OECD,High income,42395,5297741
3867,Finland,2007,31.9,1.22,4.98,20.7,Europe,OECD,High income,42395,5297741
3868,Finland,2007,30.7,1.15,4.91,20.94,Europe,OECD,High income,42395,5297741
3869,Finland,2007,26.2,0.92,3.69,23.9,Europe,OECD,High income,42395,5297741
3870,Finland,2007,26.9,,,,Europe,OECD,High income,42393,5298014
3871,Finland,2007,31.1,,,,Europe,OECD,High income,42393,5298014
3872,Finland,2007,47.6,,,,Europe,OECD,High income,42393,5298014
3873,Finland,2007,28.28,1.02,4.09,22.86,Europe,OECD,High income,42395,5297741
3874,Finland,2008,26.3,0.93,3.78,23.6,Europe,OECD,High income,42526,5319452
3875,Finland,2008,26.4,,,,Europe,OECD,High income,42523,5319902
3876,Finland,2008,30.6,,,,Europe,OECD,High income,42523,5319902
3877,Finland,2008,47.2,,,,Europe,OECD,High income,42523,5319902
3878,Finland,2008,27.84,0.99,4.01,23.1,Europe,OECD,High income,42526,5319452
3879,Finland,2009,25.9,0.91,3.7,23.9,Europe,OECD,High income,38843,5342266
3880,Finland,2009,25.9,,,,Europe,OECD,High income,38840,5342646
3881,Finland,2009,30,,,,Europe,OECD,High income,38840,5342646
3882,Finland,2009,47.9,,,,Europe,OECD,High income,38840,5342646
3883,Finland,2009,27.45,0.97,3.96,23.2,Europe,OECD,High income,38843,5342266
3884,Finland,2010,27.8,0.98,4.03,22.97,Europe,OECD,High income," $39,830.00 "," 5,365,784.00 "
3885,Finland,2010,26.3,0.92,3.81,23.43,Europe,OECD,High income," $39,830.00 "," 5,365,784.00 "
3886,Finland,2010,31.5,1.18,4.87,20.85,Europe,OECD,High income," $39,830.00 "," 5,365,784.00 "
3887,Finland,2010,30.4,1.12,4.81,20.96,Europe,OECD,High income," $39,830.00 "," 5,365,784.00 "
3888,Finland,2010,25.4,0.88,3.59,24.2,Europe,OECD,High income," $39,830.00 "," 5,365,784.00 "
3889,Finland,2010,26.4,,,,Europe,OECD,High income," $39,830.00 "," 5,365,782.00 "
3890,Finland,2010,30.5,,,,Europe,OECD,High income," $39,830.00 "," 5,365,782.00 "
3891,Finland,2010,48.7,,,,Europe,OECD,High income," $39,830.00 "," 5,365,782.00 "
3892,Finland,2010,27.71,0.98,4.02,23.01,Europe,OECD,High income," $39,830.00 "," 5,365,784.00 "
3893,Finland,2011,25.8,0.9,3.69,23.9,Europe,OECD,High income," $40,670.00 "," 5,390,036.00 "
3894,Finland,2011,26.4,,,,Europe,OECD,High income," $40,676.00 "," 5,389,242.00 "
3895,Finland,2011,30.6,,,,Europe,OECD,High income," $40,676.00 "," 5,389,242.00 "
3896,Finland,2011,48.5,,,,Europe,OECD,High income," $40,676.00 "," 5,389,242.00 "
3897,Finland,2011,27.64,0.98,3.99,23.19,Europe,OECD,High income," $40,670.00 "," 5,390,036.00 "
3898,Finland,2012,25.9,0.9,3.7,23.9,Europe,OECD,High income," $39,907.00 "," 5,414,769.00 "
3899,Finland,2012,26,,,,Europe,OECD,High income," $39,920.00 "," 5,412,980.00 "
3900,Finland,2012,30.4,,,,Europe,OECD,High income," $39,920.00 "," 5,412,980.00 "
3901,Finland,2012,48.8,,,,Europe,OECD,High income," $39,920.00 "," 5,412,980.00 "
3902,Finland,2012,27.09,0.95,3.88,23.41,Europe,OECD,High income," $39,907.00 "," 5,414,769.00 "
3903,Finland,2013,27.2,0.96,3.93,23.26,Europe,OECD,High income," $39,428.00 "," 5,438,984.00 "
3904,Finland,2013,26.1,0.91,3.75,23.64,Europe,OECD,High income," $39,428.00 "," 5,438,984.00 "
3905,Finland,2013,31.2,1.17,4.81,20.99,Europe,OECD,High income," $39,428.00 "," 5,438,984.00 "
3906,Finland,2013,30.6,1.13,4.82,20.96,Europe,OECD,High income," $39,428.00 "," 5,438,984.00 "
3907,Finland,2013,25.4,0.88,3.59,24.2,Europe,OECD,High income," $39,428.00 "," 5,438,984.00 "
3908,Finland,2013,26.2,,,,Europe,OECD,High income," $39,445.00 "," 5,436,616.00 "
3909,Finland,2013,30.6,,,,Europe,OECD,High income," $39,445.00 "," 5,436,616.00 "
3910,Finland,2013,49.5,,,,Europe,OECD,High income," $39,445.00 "," 5,436,616.00 "
3911,Finland,2013,27.19,0.95,3.93,23.28,Europe,OECD,High income," $39,428.00 "," 5,438,984.00 "
3912,Finland,2014,25.6,0.89,3.6,24,Europe,OECD,High income," $39,018.00 "," 5,461,410.00 "
3913,Finland,2014,25.7,,,,Europe,OECD,High income," $39,030.00 "," 5,459,717.00 "
3914,Finland,2014,30.4,,,,Europe,OECD,High income," $39,030.00 "," 5,459,717.00 "
3915,Finland,2014,49.5,,,,Europe,OECD,High income," $39,030.00 "," 5,459,717.00 "
3916,Finland,2014,26.78,0.93,3.85,23.54,Europe,OECD,High income," $39,018.00 "," 5,461,410.00 "
3917,Finland,2015,25.2,0.87,3.57,24.2,Europe,OECD,High income," $39,073.00 "," 5,481,128.00 "
3918,Finland,2015,26,,,,Europe,OECD,High income," $39,067.00 "," 5,481,966.00 "
3919,Finland,2015,31,,,,Europe,OECD,High income," $39,067.00 "," 5,481,966.00 "
3920,Finland,2015,50.7,,,,Europe,OECD,High income," $39,067.00 "," 5,481,966.00 "
3921,Finland,2015,27.1,0.96,3.9,23.41,Europe,OECD,High income," $39,073.00 "," 5,481,128.00 "
3922,Finland,2016,25.4,0.89,3.58,24.2,Europe,OECD,High income," $40,034.00 "," 5,497,714.00 "
3923,Finland,2016,25.9,0.91,3.68,23.96,Europe,OECD,High income," $40,034.00 "," 5,497,714.00 "
3924,Finland,2017,25.3,0.88,3.53,24.4,Europe,OECD,High income," $41,151.00 "," 5,511,372.00 "
3925,Finland,2017,26.6,0.94,3.82,23.56,Europe,OECD,High income," $41,151.00 "," 5,511,372.00 "
3926,Finland,2018,25.9,0.91,3.65,24,Europe,OECD,High income," $41,748.00 "," 5,522,585.00 "
3927,France,1956,48,2.94,17.62,11.6,Europe,OECD,High income,,43946212
3928,France,1962,52,3.87,28.26,9.5,Europe,OECD,High income,,47121382
3929,France,1962,49,,,,Europe,OECD,High income,,47121382
3930,France,1962,52,,,,Europe,OECD,High income,,47121382
3931,France,1962,50,,28.26,9.5,Europe,OECD,High income,,47121382
3932,France,1965,47,,,,Europe,OECD,High income,,48952255
3933,France,1970,44,,,,Europe,OECD,High income,,50843829
3934,France,1970,39.8,,,,Europe,OECD,High income,,50843829
3935,France,1970,34,,,,Europe,OECD,High income,,50843829
3936,France,1970,41.4,2.16,10.91,14.1,Europe,OECD,High income,,50843829
3937,France,1975,43,,,,Europe,OECD,High income,,53010730
3938,France,1975,38.4,,,,Europe,OECD,High income,,53010730
3939,France,1975,32,,,,Europe,OECD,High income,,53010730
3940,France,1975,34,1.4,5.99,18.7,Europe,OECD,High income,,53010730
3941,France,1978,35.2,1.43,6.04,18.97,Europe,OECD,High income,,53423112
3942,France,1978,31.8,1.2,5.17,20.65,Europe,OECD,High income,,53423112
3943,France,1978,36.5,1.53,6.4,18.35,Europe,OECD,High income,,53423112
3944,France,1978,33,1.29,5.48,20.01,Europe,OECD,High income,,53423112
3945,France,1978,32.7,1.26,5.27,20.07,Europe,OECD,High income,,53423112
3946,France,1978,29.6,1.06,4.67,21.36,Europe,OECD,High income,,53423112
3947,France,1979,36.4,,,,Europe,OECD,High income,,53872444
3948,France,1979,30,,,,Europe,OECD,High income,,53872444
3949,France,1979,40.3,,,,Europe,OECD,High income,,53872444
3950,France,1984,37.4,1.62,7.16,17.95,Europe,OECD,High income,,54965168
3951,France,1984,34.3,1.38,6.09,19.72,Europe,OECD,High income,,54965168
3952,France,1984,38.1,1.69,7.07,17.71,Europe,OECD,High income,,54965168
3953,France,1984,34.8,1.43,5.95,19.56,Europe,OECD,High income,,54965168
3954,France,1984,32.3,1.24,5.19,20.23,Europe,OECD,High income,,54965168
3955,France,1984,29,1.04,4.49,21.81,Europe,OECD,High income,,54965168
3956,France,1984,37.2,,,,Europe,OECD,High income,,55102743
3957,France,1984,37.6,1.63,7.73,16.9,Europe,OECD,High income,,55102743
3958,France,1984,29,,,,Europe,OECD,High income,,55102743
3959,France,1984,29.5,,,,Europe,OECD,High income,,55102743
3960,France,1984,47,,,,Europe,OECD,High income,,55102743
3961,France,1989,32.3,1.23,5.36,20.18,Europe,OECD,High income,,56404304
3962,France,1989,28.8,1.03,4.46,22.1,Europe,OECD,High income,,56404304
3963,France,1989,34,1.35,5.65,19.5,Europe,OECD,High income,,56404304
3964,France,1989,30.4,1.13,4.69,21.42,Europe,OECD,High income,,56404304
3965,France,1989,34.5,1.38,5.75,19.14,Europe,OECD,High income,,56404304
3966,France,1989,31.3,1.17,4.94,20.7,Europe,OECD,High income,,56404304
3967,France,1990,28,,,,Europe,OECD,High income,30124,56960835
3968,France,1994,32.3,1.25,5.09,20.45,Europe,OECD,High income,31114,57587120
3969,France,1994,29,1.05,4.3,22.32,Europe,OECD,High income,31114,57587120
3970,France,1994,34.2,1.38,5.56,19.55,Europe,OECD,High income,31114,57587120
3971,France,1994,30.8,1.16,4.68,21.42,Europe,OECD,High income,31114,57587120
3972,France,1994,31.9,1.21,5.05,20.54,Europe,OECD,High income,31114,57587120
3973,France,1994,29,1.03,4.41,21.95,Europe,OECD,High income,31114,57587120
3974,France,1995,29,1.1,4.75,21,Europe,OECD,High income,31652,57801888
3975,France,1996,29,1,4.11,23,Europe,OECD,High income,31983,58012056
3976,France,1996,27.7,,,,Europe,OECD,High income,31716,58499689
3977,France,1996,47.3,,,,Europe,OECD,High income,31716,58499689
3978,France,1997,29,1,4.11,23,Europe,OECD,High income,32613,58220656
3979,France,1997,27.8,,,,Europe,OECD,High income,32311,58763395
3980,France,1997,27,,,,Europe,OECD,High income,32311,58763395
3981,France,1998,28,0.96,4.11,23,Europe,OECD,High income,33654,58444248
3982,France,1998,27.6,,,,Europe,OECD,High income,33317,59034921
3983,France,1999,29,1.09,4.22,22,Europe,OECD,High income,34651,58704384
3984,France,1999,28.4,,,,Europe,OECD,High income,34294,59316107
3985,France,1999,27,,,,Europe,OECD,High income,34294,59316107
3986,France,2000,31.1,1.17,4.85,20.9,Europe,OECD,High income,35821,59015092
3987,France,2000,27.8,0.98,4.08,22.82,Europe,OECD,High income,35821,59015092
3988,France,2000,33.4,1.31,5.35,19.92,Europe,OECD,High income,35821,59015092
3989,France,2000,30,1.11,4.48,21.83,Europe,OECD,High income,35821,59015092
3990,France,2000,40.3,1.88,8.63,16.06,Europe,OECD,High income,35821,59015092
3991,France,2000,38.7,1.73,8.01,16.84,Europe,OECD,High income,35821,59015092
3992,France,2000,28,0.96,4.11,23,Europe,OECD,High income,35821,59015092
3993,France,2000,28.7,,,,Europe,OECD,High income,35465,59608201
3994,France,2000,49,,,,Europe,OECD,High income,35465,59608201
3995,France,2001,27,0.96,4,23,Europe,OECD,High income,36305,59384124
3996,France,2001,28.7,,,,Europe,OECD,High income,35985,59911252
3997,France,2002,27,,,,Europe,OECD,High income,36459,59803432
3998,France,2002,28.4,,,,Europe,OECD,High income,36204,60225076
3999,France,2003,27,,,,Europe,OECD,High income,36306,60550097
4000,France,2003,28.2,,,,Europe,OECD,High income,36306,60550097
4001,France,2003,31.41,1.19,4.83,21.04,Europe,OECD,High income,36486,60251588
4002,France,2004,28.2,1.02,4.16,22.8,Europe,OECD,High income,37243,60697976
4003,France,2004,28.3,,,,Europe,OECD,High income,37127,60886607
4004,France,2004,30.65,1.15,4.64,21.36,Europe,OECD,High income,37243,60697976
4005,France,2005,31.7,1.2,5.08,20.61,Europe,OECD,High income,37600,61120128
4006,France,2005,28.1,1,4.21,22.68,Europe,OECD,High income,37600,61120128
4007,France,2005,33.3,1.31,5.46,19.88,Europe,OECD,High income,37600,61120128
4008,France,2005,29.7,1.1,4.52,21.92,Europe,OECD,High income,37600,61120128
4009,France,2005,35.7,1.45,6.79,18,Europe,OECD,High income,37600,61120128
4010,France,2005,32.8,1.23,5.96,19.31,Europe,OECD,High income,37600,61120128
4011,France,2005,27.7,1,4.03,23,Europe,OECD,High income,37600,61120128
4012,France,2005,28.8,,,,Europe,OECD,High income,37531,61233900
4013,France,2005,48.5,,,,Europe,OECD,High income,37531,61233900
4014,France,2005,29.83,1.1,4.49,21.81,Europe,OECD,High income,37600,61120128
4015,France,2006,27.3,0.97,3.99,23.2,Europe,OECD,High income,38278,61508924
4016,France,2006,29.3,,,,Europe,OECD,High income,38226,61592884
4017,France,2006,29.69,1.08,4.52,21.7,Europe,OECD,High income,38278,61508924
4018,France,2007,26.6,0.93,3.89,23.5,Europe,OECD,High income,38978,61869232
4019,France,2007,29.2,,,,Europe,OECD,High income,38920,61960950
4020,France,2007,32.43,1.26,5.06,20.76,Europe,OECD,High income,38978,61869232
4021,France,2008,29.8,1.13,4.4,22.4,Europe,OECD,High income,38864,62209208
4022,France,2008,29.3,,,,Europe,OECD,High income,38789,62329567
4023,France,2008,48.3,,,,Europe,OECD,High income,38789,62329567
4024,France,2008,32.99,1.3,5.21,20.48,Europe,OECD,High income,38864,62209208
4025,France,2009,29.9,1.13,4.4,22.3,Europe,OECD,High income,37546,62542884
4026,France,2009,29.3,,,,Europe,OECD,High income,37459,62687521
4027,France,2009,49.3,,,,Europe,OECD,High income,37459,62687521
4028,France,2009,32.66,1.27,5.26,20.47,Europe,OECD,High income,37546,62542884
4029,France,2010,32.2,1.23,5.35,20.4,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4030,France,2010,29.1,1.06,4.47,22.16,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4031,France,2010,34.1,1.37,5.81,19.58,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4032,France,2010,31,1.18,4.86,21.31,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4033,France,2010,32.2,1.23,5.27,20.16,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4034,France,2010,29,1.03,4.47,21.91,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4035,France,2010,29.8,1.12,4.42,22.2,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4036,France,2010,30.3,,,,Europe,OECD,High income," $37,984.00 "," 63,026,740.00 "
4037,France,2010,50.5,,,,Europe,OECD,High income," $37,984.00 "," 63,026,740.00 "
4038,France,2010,33.72,1.35,5.43,20.1,Europe,OECD,High income," $38,073.00 "," 62,879,536.00 "
4039,France,2011,30.8,1.18,4.59,21.9,Europe,OECD,High income," $38,696.00 "," 63,222,232.00 "
4040,France,2011,30.9,,,,Europe,OECD,High income," $38,622.00 "," 63,343,577.00 "
4041,France,2011,51.2,,,,Europe,OECD,High income," $38,622.00 "," 63,343,577.00 "
4042,France,2011,33.29,1.32,5.3,20.32,Europe,OECD,High income," $38,696.00 "," 63,222,232.00 "
4043,France,2012,30.5,1.16,4.54,22,Europe,OECD,High income," $38,609.00 "," 63,564,224.00 "
4044,France,2012,30.5,,,,Europe,OECD,High income," $38,563.00 "," 63,639,873.00 "
4045,France,2012,33.8,,,,Europe,OECD,High income," $38,563.00 "," 63,639,873.00 "
4046,France,2012,51.5,,,,Europe,OECD,High income," $38,563.00 "," 63,639,873.00 "
4047,France,2012,33.11,1.31,5.26,20.44,Europe,OECD,High income," $38,609.00 "," 63,564,224.00 "
4048,France,2013,30.1,1.14,4.47,22.2,Europe,OECD,High income," $38,631.00 "," 63,893,520.00 "
4049,France,2013,29.1,,,,Europe,OECD,High income," $38,615.00 "," 63,919,917.00 "
4050,France,2013,32.6,,,,Europe,OECD,High income," $38,615.00 "," 63,919,917.00 "
4051,France,2013,50.1,,,,Europe,OECD,High income," $38,615.00 "," 63,919,917.00 "
4052,France,2013,32.51,1.27,5.11,20.74,Europe,OECD,High income," $38,631.00 "," 63,893,520.00 "
4053,France,2014,29.2,1.09,4.28,22.6,Europe,OECD,High income," $38,818.00 "," 64,193,552.00 "
4054,France,2014,29.3,,,,Europe,OECD,High income," $38,820.00 "," 64,190,638.00 "
4055,France,2014,32.9,,,,Europe,OECD,High income," $38,820.00 "," 64,190,638.00 "
4056,France,2014,51,,,,Europe,OECD,High income," $38,820.00 "," 64,190,638.00 "
4057,France,2014,32.26,1.26,5.05,20.74,Europe,OECD,High income," $38,818.00 "," 64,193,552.00 "
4058,France,2015,29.2,1.09,4.28,22.6,Europe,OECD,High income," $39,092.00 "," 64,453,196.00 "
