Year (2010-2018),country,gini_index_reported,palma,ratio_top20bottom20,bottom40,region_un,OECD=Countries the support the free market,incomegroup,reference_period, gdp_ppp_pc_usd2011 , population 
2002,Cote d'Ivoire,55.4,4.42,20.31,9.93,Africa,Non-OECD,Lower middle income,Year,2810," 17,231,540.00 "
2002,Cote d'Ivoire,48.2,2.86,11.06,13.69,Africa,Non-OECD,Lower middle income,Year,2810," 17,231,540.00 "
2002,Cote d'Ivoire,46.4,2.62,9.98,14.51,Africa,Non-OECD,Lower middle income,Year,2810," 17,231,540.00 "
2002,Cote d'Ivoire,41.34,1.97,8,16.64,Africa,Non-OECD,Lower middle income,Year,2810," 17,231,540.00 "
2002,Cote d'Ivoire,46.2,2.56,9.88,14.51,Africa,Non-OECD,Lower middle income,,2788," 17,366,517.00 "
2008,Cote d'Ivoire,56,4.47,19.1,10.22,Africa,Non-OECD,Lower middle income,Year,2658," 19,605,568.00 "
2008,Cote d'Ivoire,54.3,4.05,17.82,10.64,Africa,Non-OECD,Lower middle income,Year,2658," 19,605,568.00 "
2008,Cote d'Ivoire,42,2.07,8.66,15.67,Africa,Non-OECD,Lower middle income,Year,2658," 19,605,568.00 "
2008,Cote d'Ivoire,39.6,1.81,7.86,16.36,Africa,Non-OECD,Lower middle income,Year,2658," 19,605,568.00 "
2008,Cote d'Ivoire,43.18,2.18,9.57,14.95,Africa,Non-OECD,Lower middle income,Year,2658," 19,605,568.00 "
2008,Cote d'Ivoire,44.7,2.39,9.88,14.54,Africa,Non-OECD,Lower middle income,,2672," 19,497,986.00 "
2015,Cote d'Ivoire,59,5.49,24.96,8.68,Africa,Non-OECD,Lower middle income,Year," $3,225.00 "," 23,226,148.00 "
2015,Cote d'Ivoire,56.1,4.59,21.22,9.67,Africa,Non-OECD,Lower middle income,Year," $3,225.00 "," 23,226,148.00 "
2015,Cote d'Ivoire,45.5,2.48,10.29,14.21,Africa,Non-OECD,Lower middle income,Year," $3,225.00 "," 23,226,148.00 "
2015,Cote d'Ivoire,40.9,1.94,8.09,16.29,Africa,Non-OECD,Lower middle income,Year," $3,225.00 "," 23,226,148.00 "
2015,Cote d'Ivoire,41.47,2,8.37,15.95,Africa,Non-OECD,Lower middle income,Year," $3,225.00 "," 23,226,148.00 "
1987,Croatia,21.1,,2.88,,Europe,Non-OECD,High income,,," 4,758,151.00 "
1988,Croatia,22.78,0.76,3.23,25.5,Europe,Non-OECD,High income,Year,," 4,773,684.00 "
1988,Croatia,22.2,,3.01,,Europe,Non-OECD,High income,,," 4,773,683.00 "
1989,Croatia,36,,,,Europe,Non-OECD,High income,,," 4,780,629.00 "
1989,Croatia,25.1,,3.56,,Europe,Non-OECD,High income,,," 4,780,629.00 "
1990,Croatia,27.1,,3.88,,Europe,Non-OECD,High income,,," 4,776,372.00 "
1991,Croatia,26.7,,3.9,,Europe,Non-OECD,High income,,," 4,760,003.00 "
1992,Croatia,27.5,,4.2,,Europe,Non-OECD,High income,,," 4,732,862.00 "
1993,Croatia,26.5,,3.9,,Europe,Non-OECD,High income,,," 4,697,535.00 "
1997,Croatia,24.6,,,,Europe,Non-OECD,High income,Month,14678," 4,532,399.00 "
1998,Croatia,35,1.11,5.32,20.56,Europe,Non-OECD,High income,Year,15087," 4,491,902.00 "
1998,Croatia,36.8,1.68,7.11,17.64,Europe,Non-OECD,High income,Year,15087," 4,491,902.00 "
1998,Croatia,28.75,1.02,4.3,22.07,Europe,Non-OECD,High income,Year,15086," 4,491,906.00 "
1999,Croatia,27.71,0.99,4.01,23.02,Europe,Non-OECD,High income,Year,15064," 4,456,446.00 "
2000,Croatia,31.33,1.2,4.81,20.97,Europe,Non-OECD,High income,Year,15733," 4,428,075.00 "
2001,Croatia,31.1,1.17,4.8,20.94,Europe,Non-OECD,High income,Year,16350," 4,408,073.00 "
2003,Croatia,29,,,,Europe,Non-OECD,High income,,18248," 4,388,946.00 "
2004,Croatia,29.68,1.08,4.45,21.8,Europe,Non-OECD,High income,Year,18985," 4,383,877.00 "
2008,Croatia,33.71,1.37,5.29,20.34,Europe,Non-OECD,High income,Year,22426," 4,352,639.00 "
2009,Croatia,32.56,1.23,5.71,19.68,Europe,Non-OECD,High income,Year,20846," 4,341,261.00 "
2009,Croatia,33.18,1.31,5.24,20.34,Europe,Non-OECD,High income,Year,20846," 4,341,261.00 "
2010,Croatia,31.6,1.16,5.54,20,Europe,Non-OECD,High income,Year," $20,601.00 "," 4,328,163.00 "
2010,Croatia,32.38,1.21,5.71,19.75,Europe,Non-OECD,High income,Year," $20,601.00 "," 4,328,163.00 "
2010,Croatia,27.35,0.97,3.94,23.14,Europe,Non-OECD,High income,Year," $20,601.00 "," 4,328,163.00 "
2011,Croatia,31.2,1.14,5.57,20.2,Europe,Non-OECD,High income,Year," $20,602.00 "," 4,313,098.00 "
2011,Croatia,32.26,1.21,5.68,19.63,Europe,Non-OECD,High income,Year," $20,602.00 "," 4,313,098.00 "
2012,Croatia,30.9,1.12,5.37,20.3,Europe,Non-OECD,High income,Year," $20,209.00 "," 4,295,869.00 "
2012,Croatia,32.47,1.21,5.72,19.62,Europe,Non-OECD,High income,Year," $20,209.00 "," 4,295,869.00 "
2013,Croatia,30.9,1.11,5.31,20.4,Europe,Non-OECD,High income,Year," $20,200.00 "," 4,276,593.00 "
2013,Croatia,31.99,1.19,5.52,19.84,Europe,Non-OECD,High income,Year," $20,200.00 "," 4,276,593.00 "
2014,Croatia,30.2,1.08,5.14,20.6,Europe,Non-OECD,High income,Year," $20,283.00 "," 4,255,518.00 "
2014,Croatia,32.11,1.21,5.52,19.86,Europe,Non-OECD,High income,Year," $20,283.00 "," 4,255,518.00 "
2015,Croatia,30.4,1.11,5.19,20.3,Europe,Non-OECD,High income,Year," $20,881.00 "," 4,232,874.00 "
2015,Croatia,31.11,1.14,5.29,20.33,Europe,Non-OECD,High income,Year," $20,881.00 "," 4,232,874.00 "
2016,Croatia,29.8,1.06,4.97,20.9,Europe,Non-OECD,High income,Year," $21,744.00 "," 4,208,611.00 "
2017,Croatia,29.9,1.07,5.04,20.8,Europe,Non-OECD,High income,Year," $22,517.00 "," 4,182,847.25 "
2018,Croatia,29.7,1.05,5.01,20.9,Europe,Non-OECD,High income,Year," $23,256.00 "," 4,156,407.25 "
1953,Cuba,55,5.97,27.57,6.5,Americas,Non-OECD,Upper middle income,Year,," 6,304,523.00 "
1953,Cuba,47,,9.58,14.6,Americas,Non-OECD,Upper middle income,,," 6,304,523.00 "
1962,Cuba,35,1.34,6.68,17.2,Americas,Non-OECD,Upper middle income,Year,," 7,450,402.00 "
1973,Cuba,28,0.96,4.42,20.3,Americas,Non-OECD,Upper middle income,,," 9,176,052.00 "
1978,Cuba,27,0.9,4.28,20.2,Americas,Non-OECD,Upper middle income,,," 9,711,392.00 "
1986,Cuba,24,,,,Americas,Non-OECD,Upper middle income,,," 10,168,087.00 "
2000,Cuba,38,,,,Americas,Non-OECD,Upper middle income,,," 11,150,736.00 "
1966,Cyprus,19.3,0.62,2.69,27.2,Asia,Non-OECD,High income,Year,," 585,308.00 "
1966,Cyprus,31.8,1.15,4.99,19.6,Asia,Non-OECD,High income,Year,," 585,308.00 "
1997,Cyprus,29,,,,Asia,Non-OECD,High income,Year,19372," 891,190.00 "
2003,Cyprus,27,,,,Asia,Non-OECD,High income,,22699," 993,563.00 "
2004,Cyprus,30.09,1.12,4.44,21.76,Asia,Non-OECD,High income,Year,23443," 1,010,410.00 "
2005,Cyprus,28.7,1.03,4.36,22.1,Asia,Non-OECD,High income,Year,24168," 1,027,657.00 "
2005,Cyprus,30.26,1.14,4.4,21.82,Asia,Non-OECD,High income,Year,24168," 1,027,657.00 "
2006,Cyprus,28.8,1.05,4.28,22.3,Asia,Non-OECD,High income,Year,24875," 1,045,508.06 "
2006,Cyprus,31.12,1.2,4.55,21.63,Asia,Non-OECD,High income,Year,24875," 1,045,508.06 "
2007,Cyprus,29.8,1.12,4.44,22.1,Asia,Non-OECD,High income,Year,25696," 1,063,708.00 "
2007,Cyprus,31.11,1.19,4.58,21.35,Asia,Non-OECD,High income,Year,25696," 1,063,708.00 "
2008,Cyprus,29,1.06,4.31,22.2,Asia,Non-OECD,High income,Year,26193," 1,081,568.00 "
2008,Cyprus,31.71,1.23,4.69,21.2,Asia,Non-OECD,High income,Year,26193," 1,081,568.00 "
2009,Cyprus,29.5,1.1,4.36,22.1,Asia,Non-OECD,High income,Year,25279," 1,098,089.00 "
2009,Cyprus,32.11,1.25,4.81,20.98,Asia,Non-OECD,High income,Year,25279," 1,098,089.00 "
2010,Cyprus,30.1,1.11,4.51,21.9,Asia,Non-OECD,High income,Year," $25,282.00 "," 1,112,617.00 "
2010,Cyprus,31.46,1.2,4.7,21.37,Asia,Non-OECD,High income,Year," $25,282.00 "," 1,112,617.00 "
2011,Cyprus,29.2,1.06,4.34,22.2,Asia,Non-OECD,High income,Year," $25,108.00 "," 1,124,837.00 "
2011,Cyprus,32.62,1.28,4.92,20.86,Asia,Non-OECD,High income,Year," $25,108.00 "," 1,124,837.00 "
2012,Cyprus,31,1.17,4.67,21.4,Asia,Non-OECD,High income,Year," $24,166.00 "," 1,135,046.00 "
2012,Cyprus,34.31,1.39,5.35,20.1,Asia,Non-OECD,High income,Year," $24,166.00 "," 1,135,046.00 "
2013,Cyprus,32.4,1.27,4.94,20.8,Asia,Non-OECD,High income,Year," $22,589.00 "," 1,143,866.00 "
2013,Cyprus,37.04,1.62,5.88,19.09,Asia,Non-OECD,High income,Year," $22,589.00 "," 1,143,866.00 "
2014,Cyprus,34.8,1.45,5.39,19.9,Asia,Non-OECD,High income,Year," $22,130.00 "," 1,152,297.00 "
2014,Cyprus,35.56,1.49,5.76,19.35,Asia,Non-OECD,High income,Year," $22,130.00 "," 1,152,297.00 "
2015,Cyprus,33.6,1.35,5.2,20.1,Asia,Non-OECD,High income,Year," $22,395.00 "," 1,160,987.00 "
2015,Cyprus,33.96,1.37,5.36,19.99,Asia,Non-OECD,High income,Year," $22,395.00 "," 1,160,987.00 "
2016,Cyprus,32.1,1.25,4.87,20.7,Asia,Non-OECD,High income,Year," $23,288.00 "," 1,170,189.00 "
2017,Cyprus,30.8,1.17,4.54,21.4,Asia,Non-OECD,High income,Year," $24,133.00 "," 1,179,685.00 "
2018,Cyprus,29.1,1.07,4.29,22.1,Asia,Non-OECD,High income,Year," $24,867.00 "," 1,189,262.00 "
1958,Czechia,23.9,,,,Europe,OECD,High income,Year,," 9,508,368.00 "
1987,Czechia,19.8,,2.63,,Europe,OECD,High income,,," 10,327,732.00 "
1988,Czechia,19.8,,,,Europe,OECD,High income,Year,," 10,331,215.00 "
1988,Czechia,19,,2.55,27.6,Europe,OECD,High income,,," 10,331,215.00 "
1989,Czechia,20.4,,,,Europe,OECD,High income,,," 10,336,170.00 "
1989,Czechia,19.8,0.64,2.58,27.47,Europe,OECD,High income,Year,," 10,336,170.00 "
1989,Czechia,19.8,,2.59,,Europe,OECD,High income,Month,," 10,336,170.00 "
1989,Czechia,18.5,,,,Europe,OECD,High income,,," 10,336,170.00 "
1990,Czechia,19,0.65,2.61,27.37,Europe,OECD,High income,Year,20008," 10,341,169.00 "
1990,Czechia,20.1,,,,Europe,OECD,High income,,20008," 10,341,169.00 "
1991,Czechia,21.2,,,,Europe,OECD,High income,,17675," 10,346,750.00 "
1991,Czechia,22.2,,,,Europe,OECD,High income,,17675," 10,346,750.00 "
1992,Czechia,20.7,0.72,2.79,27.33,Europe,OECD,High income,Year,17574," 10,353,021.00 "
1992,Czechia,20.6,0.7,2.77,27.22,Europe,OECD,High income,Year,17574," 10,353,021.00 "
1992,Czechia,22.8,0.79,3.06,26.25,Europe,OECD,High income,Year,17574," 10,353,021.00 "
1992,Czechia,23,0.78,3.16,25.55,Europe,OECD,High income,Year,17574," 10,353,021.00 "
1992,Czechia,21.4,,,,Europe,OECD,High income,,17574," 10,353,318.00 "
1992,Czechia,21.5,0.68,2.73,26.99,Europe,OECD,High income,Year,17574," 10,353,318.00 "
1992,Czechia,23.2,,,,Europe,OECD,High income,Year,17574," 10,353,318.00 "
1992,Czechia,18.1,,,,Europe,OECD,High income,,17574," 10,353,318.00 "
1992,Czechia,21.2,,2.88,,Europe,OECD,High income,,17574," 10,353,318.00 "
1992,Czechia,20.8,,,,Europe,OECD,High income,,17574," 10,353,318.00 "
1992,Czechia,41.1,,,,Europe,OECD,High income,,17574," 10,353,318.00 "
1992,Czechia,21,,2.79,26.8,Europe,OECD,High income,,17574," 10,353,318.00 "
1993,Czechia,25.8,,,,Europe,OECD,High income,,17575," 10,358,972.00 "
1993,Czechia,21.4,0.71,2.9,26.09,Europe,OECD,High income,Year,17575," 10,358,972.00 "
1993,Czechia,26.6,0.97,3.57,24.31,Europe,OECD,High income,Year,17576," 10,358,694.00 "
1993,Czechia,26.6,0.96,3.56,24.4,Europe,OECD,High income,Month,17575," 10,358,972.00 "
1993,Czechia,25.7,,3.61,,Europe,OECD,High income,,17575," 10,358,972.00 "
1994,Czechia,26,,,,Europe,OECD,High income,,18082," 10,361,242.00 "
1994,Czechia,23,0.74,2.94,26.06,Europe,OECD,High income,Year,18082," 10,361,242.00 "
1995,Czechia,28.2,,,,Europe,OECD,High income,,19213," 10,358,456.00 "
1995,Czechia,21.6,0.72,2.91,26.18,Europe,OECD,High income,Year,19213," 10,358,456.00 "
1996,Czechia,25.8,0.91,3.66,24.4,Europe,OECD,High income,Year,20040," 10,350,302.00 "
1996,Czechia,25.6,0.89,3.57,24.21,Europe,OECD,High income,Year,20040," 10,350,302.00 "
1996,Czechia,29.1,1.07,4.22,22.72,Europe,OECD,High income,Year,20040," 10,350,302.00 "
1996,Czechia,29.4,1.08,4.34,21.85,Europe,OECD,High income,Year,20040," 10,350,302.00 "
1996,Czechia,25.4,,,,Europe,OECD,High income,,20039," 10,350,570.00 "
1996,Czechia,23,0.77,3.09,25.62,Europe,OECD,High income,Year,20039," 10,350,570.00 "
1996,Czechia,25.7,,,,Europe,OECD,High income,Year,20039," 10,350,570.00 "
1996,Czechia,44.2,,,,Europe,OECD,High income,Year,20039," 10,350,570.00 "
1996,Czechia,25.82,0.92,3.55,24.55,Europe,OECD,High income,Year,20040," 10,350,302.00 "
1997,Czechia,25.9,,,,Europe,OECD,High income,,19943," 10,338,593.00 "
1997,Czechia,23.9,0.75,3.03,25.46,Europe,OECD,High income,Year,19943," 10,338,593.00 "
1998,Czechia,21.2,0.77,3.06,25.59,Europe,OECD,High income,Year,19907," 10,323,488.00 "
1998,Czechia,25.8,,,,Europe,OECD,High income,,19907," 10,323,488.00 "
1999,Czechia,25.7,,,,Europe,OECD,High income,,20225," 10,306,645.00 "
1999,Czechia,23.2,0.81,3.25,24.88,Europe,OECD,High income,Year,20225," 10,306,645.00 "
2000,Czechia,27,,,,Europe,OECD,High income,,21123," 10,289,594.00 "
2000,Czechia,23.1,0.81,3.26,24.91,Europe,OECD,High income,Year,21123," 10,289,594.00 "
2001,Czechia,25,,,,Europe,OECD,High income,Year,21777," 10,271,019.00 "
2001,Czechia,27.2,,,,Europe,OECD,High income,,21776," 10,271,204.00 "
2001,Czechia,27.3,,,,Europe,OECD,High income,,21776," 10,271,204.00 "
2001,Czechia,23.7,0.75,3.1,25.2,Europe,OECD,High income,Year,21776," 10,271,204.00 "
2002,Czechia,26.6,0.95,3.85,23.88,Europe,OECD,High income,Year,22177," 10,252,264.00 "
2002,Czechia,25.5,0.9,3.55,24.38,Europe,OECD,High income,Year,22177," 10,252,264.00 "
2002,Czechia,30.1,1.12,4.55,22.22,Europe,OECD,High income,Year,22177," 10,252,264.00 "
2002,Czechia,29.7,1.1,4.36,21.9,Europe,OECD,High income,Year,22177," 10,252,264.00 "
2002,Czechia,27.3,,,,Europe,OECD,High income,,22176," 10,252,439.00 "
2002,Czechia,23.4,0.77,3.17,24.98,Europe,OECD,High income,Year,22176," 10,252,439.00 "
2002,Czechia,26,,,,Europe,OECD,High income,Year,22176," 10,252,439.00 "
2002,Czechia,47.2,,,,Europe,OECD,High income,Year,22176," 10,252,439.00 "
2003,Czechia,24.6,0.75,3.11,25.32,Europe,OECD,High income,Year,23005," 10,239,277.00 "
2003,Czechia,27.3,,,,Europe,OECD,High income,,23005," 10,239,277.00 "
2004,Czechia,27.4,0.98,4.06,23.41,Europe,OECD,High income,Year,24133," 10,239,444.00 "
2004,Czechia,26.7,0.94,3.79,23.7,Europe,OECD,High income,Year,24133," 10,239,444.00 "
2004,Czechia,30.9,1.16,4.76,21.77,Europe,OECD,High income,Year,24133," 10,239,444.00 "
2004,Czechia,30.7,1.15,4.66,21.24,Europe,OECD,High income,Year,24133," 10,239,444.00 "
2004,Czechia,23.5,,,,Europe,OECD,High income,,24133," 10,239,536.00 "
2004,Czechia,26.8,,,,Europe,OECD,High income,,24133," 10,239,536.00 "
2004,Czechia,26.8,,,,Europe,OECD,High income,Year,24133," 10,239,536.00 "
2004,Czechia,30.8,,,,Europe,OECD,High income,Year,24133," 10,239,536.00 "
2004,Czechia,46.8,,,,Europe,OECD,High income,Year,24133," 10,239,536.00 "
2004,Czechia,27.53,0.99,4.09,23.33,Europe,OECD,High income,Year,24133," 10,239,444.00 "
2005,Czechia,26,0.92,3.67,24.2,Europe,OECD,High income,Year,25663," 10,258,165.00 "
2005,Czechia,25.8,,,,Europe,OECD,High income,,25663," 10,258,176.00 "
2005,Czechia,27,,,,Europe,OECD,High income,,25663," 10,258,176.00 "
2005,Czechia,26.1,,,,Europe,OECD,High income,Year,25663," 10,258,176.00 "
2005,Czechia,30.2,,,,Europe,OECD,High income,Year,25663," 10,258,176.00 "
2005,Czechia,46.2,,,,Europe,OECD,High income,Year,25663," 10,258,176.00 "
2005,Czechia,26.94,0.96,3.95,23.75,Europe,OECD,High income,Year,25663," 10,258,165.00 "
2006,Czechia,25.3,0.89,3.53,24.6,Europe,OECD,High income,Year,27314," 10,298,609.00 "
2006,Czechia,24.2,,,,Europe,OECD,High income,,27315," 10,298,288.00 "
2006,Czechia,26,,,,Europe,OECD,High income,Year,27315," 10,298,288.00 "
2006,Czechia,30.2,,,,Europe,OECD,High income,Year,27315," 10,298,288.00 "
2006,Czechia,46.1,,,,Europe,OECD,High income,Year,27315," 10,298,288.00 "
2006,Czechia,26.74,0.95,3.92,23.81,Europe,OECD,High income,Year,27314," 10,298,609.00 "
2007,Czechia,25.5,0.89,3.64,24.55,Europe,OECD,High income,Year,28681," 10,357,535.00 "
2007,Czechia,25.2,0.87,3.53,24.4,Europe,OECD,High income,Year,28681," 10,357,535.00 "
2007,Czechia,29.2,1.07,4.27,22.71,Europe,OECD,High income,Year,28681," 10,357,535.00 "
2007,Czechia,29.4,1.07,4.37,21.85,Europe,OECD,High income,Year,28681," 10,357,535.00 "
2007,Czechia,25.3,0.89,3.52,24.6,Europe,OECD,High income,Year,28681," 10,357,535.00 "
2007,Czechia,22.7,,,,Europe,OECD,High income,,28683," 10,356,586.00 "
2007,Czechia,25.6,,,,Europe,OECD,High income,Year,28683," 10,356,586.00 "
2007,Czechia,29.7,,,,Europe,OECD,High income,Year,28683," 10,356,586.00 "
2007,Czechia,45,,,,Europe,OECD,High income,Year,28683," 10,356,586.00 "
2007,Czechia,26,0.92,3.72,24.33,Europe,OECD,High income,Year,28681," 10,357,535.00 "
2008,Czechia,24.7,0.86,3.43,25,Europe,OECD,High income,Year,29259," 10,425,267.00 "
2008,Czechia,25.9,,,,Europe,OECD,High income,Year,29263," 10,423,794.00 "
2008,Czechia,29.4,,,,Europe,OECD,High income,Year,29263," 10,423,794.00 "
2008,Czechia,44.4,,,,Europe,OECD,High income,Year,29263," 10,423,794.00 "
2008,Czechia,26.28,0.94,3.73,24.37,Europe,OECD,High income,Year,29259," 10,425,267.00 "
2009,Czechia,25.1,0.89,3.46,25,Europe,OECD,High income,Year,27686," 10,488,155.00 "
2009,Czechia,25.7,,,,Europe,OECD,High income,Year,27690," 10,486,845.00 "
2009,Czechia,29.1,,,,Europe,OECD,High income,Year,27690," 10,486,845.00 "
2009,Czechia,44.5,,,,Europe,OECD,High income,Year,27690," 10,486,845.00 "
2009,Czechia,26.16,0.92,3.76,24.22,Europe,OECD,High income,Year,27686," 10,488,155.00 "
2010,Czechia,26.6,0.93,3.91,23.82,Europe,OECD,High income,Year," $28,186.00 "," 10,536,514.00 "
2010,Czechia,25.6,0.89,3.64,24.11,Europe,OECD,High income,Year," $28,186.00 "," 10,536,514.00 "
2010,Czechia,29.6,1.08,4.49,22.26,Europe,OECD,High income,Year," $28,186.00 "," 10,536,514.00 "
2010,Czechia,29.1,1.05,4.32,21.97,Europe,OECD,High income,Year," $28,186.00 "," 10,536,514.00 "
2010,Czechia,24.9,0.88,3.48,24.9,Europe,OECD,High income,Year," $28,186.00 "," 10,536,514.00 "
2010,Czechia,25.9,,,,Europe,OECD,High income,Year," $28,186.00 "," 10,536,286.00 "
2010,Czechia,29.3,,,,Europe,OECD,High income,Year," $28,186.00 "," 10,536,286.00 "
2010,Czechia,45,,,,Europe,OECD,High income,Year," $28,186.00 "," 10,536,286.00 "
2010,Czechia,26.62,0.94,3.88,23.86,Europe,OECD,High income,Year," $28,186.00 "," 10,536,514.00 "
2011,Czechia,25.2,0.88,3.52,24.7,Europe,OECD,High income,Year," $28,605.00 "," 10,566,512.00 "
2011,Czechia,25.7,,,,Europe,OECD,High income,Year," $28,600.00 "," 10,568,715.00 "
2011,Czechia,29.2,,,,Europe,OECD,High income,Year," $28,600.00 "," 10,568,715.00 "
2011,Czechia,45.6,,,,Europe,OECD,High income,Year," $28,600.00 "," 10,568,715.00 "
2011,Czechia,26.38,0.93,3.87,23.94,Europe,OECD,High income,Year," $28,605.00 "," 10,566,512.00 "
2012,Czechia,24.9,0.87,3.5,24.8,Europe,OECD,High income,Year," $28,337.00 "," 10,581,302.00 "
2012,Czechia,25.3,,,,Europe,OECD,High income,Year," $28,322.00 "," 10,586,755.00 "
2012,Czechia,28.8,,,,Europe,OECD,High income,Year," $28,322.00 "," 10,586,755.00 "
2012,Czechia,45.3,,,,Europe,OECD,High income,Year," $28,322.00 "," 10,586,755.00 "
2012,Czechia,26.11,0.92,3.77,24.09,Europe,OECD,High income,Year," $28,337.00 "," 10,581,302.00 "
2013,Czechia,26.6,0.95,3.9,23.87,Europe,OECD,High income,Year," $28,186.00 "," 10,586,529.00 "
2013,Czechia,25.9,0.91,3.67,24.2,Europe,OECD,High income,Year," $28,186.00 "," 10,586,529.00 "
2013,Czechia,29.8,1.1,4.5,22.34,Europe,OECD,High income,Year," $28,186.00 "," 10,586,529.00 "
2013,Czechia,29.4,1.08,4.38,22.03,Europe,OECD,High income,Year," $28,186.00 "," 10,586,529.00 "
2013,Czechia,24.6,0.85,3.38,25.1,Europe,OECD,High income,Year," $28,186.00 "," 10,586,529.00 "
2013,Czechia,25.9,,,,Europe,OECD,High income,Year," $28,165.00 "," 10,594,481.00 "
2013,Czechia,29.5,,,,Europe,OECD,High income,Year," $28,165.00 "," 10,594,481.00 "
2013,Czechia,46.1,,,,Europe,OECD,High income,Year," $28,165.00 "," 10,594,481.00 "
2013,Czechia,26.47,0.94,3.85,23.98,Europe,OECD,High income,Year," $28,186.00 "," 10,586,529.00 "
2014,Czechia,25.1,0.89,3.5,24.8,Europe,OECD,High income,Year," $28,939.00 "," 10,591,104.00 "
2014,Czechia,25.7,,,,Europe,OECD,High income,Year," $28,919.00 "," 10,598,526.00 "
2014,Czechia,29.6,,,,Europe,OECD,High income,Year," $28,919.00 "," 10,598,526.00 "
2014,Czechia,46.1,,,,Europe,OECD,High income,Year," $28,919.00 "," 10,598,526.00 "
2014,Czechia,25.92,0.91,3.72,24.3,Europe,OECD,High income,Year," $28,939.00 "," 10,591,104.00 "
2015,Czechia,25,0.88,3.5,24.8,Europe,OECD,High income,Year," $30,446.00 "," 10,601,390.00 "
2015,Czechia,25.8,,,,Europe,OECD,High income,Year," $30,439.00 "," 10,603,762.00 "
2015,Czechia,29.7,,,,Europe,OECD,High income,Year," $30,439.00 "," 10,603,762.00 "
2015,Czechia,46,,,,Europe,OECD,High income,Year," $30,439.00 "," 10,603,762.00 "
2015,Czechia,25.87,0.91,3.72,24.34,Europe,OECD,High income,Year," $30,446.00 "," 10,601,390.00 "
2016,Czechia,25.1,0.87,3.5,24.7,Europe,OECD,High income,Year," $31,140.00 "," 10,618,868.00 "
2016,Czechia,25.3,0.87,3.55,24.33,Europe,OECD,High income,," $31,140.00 "," 10,618,868.00 "
2017,Czechia,24.5,0.85,3.4,25,Europe,OECD,High income,Year," $32,428.00 "," 10,641,032.00 "
2018,Czechia,24,0.82,3.32,25.1,Europe,OECD,High income,Year," $33,310.00 "," 10,665,679.00 "
1958,Czechoslovakia,27.1,0.91,4.3,22.4,Europe,Non-OECD,High income,Year,," 13,416,218.00 "
1958,Czechoslovakia,24.6,,3.22,25.1,Europe,Non-OECD,High income,,," 13,416,218.00 "
1959,Czechoslovakia,20.6,0.66,2.84,26.4,Europe,Non-OECD,High income,Year,," 13,519,497.00 "
1959,Czechoslovakia,19.6,,,,Europe,Non-OECD,High income,Month,," 13,519,497.00 "
1961,Czechoslovakia,19.1,,,,Europe,Non-OECD,High income,Month,," 13,717,041.00 "
1962,Czechoslovakia,19,,,,Europe,Non-OECD,High income,Month,," 13,819,928.00 "
1963,Czechoslovakia,18.5,,,,Europe,Non-OECD,High income,Month,," 13,905,735.00 "
1964,Czechoslovakia,19.4,0.64,2.61,27.4,Europe,Non-OECD,High income,Year,," 14,004,787.00 "
1964,Czechoslovakia,18.8,,,,Europe,Non-OECD,High income,Month,," 14,004,787.00 "
1965,Czechoslovakia,22.6,0.73,3.22,25.1,Europe,Non-OECD,High income,Year,," 14,108,332.00 "
1966,Czechoslovakia,18.7,,,,Europe,Non-OECD,High income,Month,," 14,199,369.00 "
